流水號,擷取日期,發布日期,分類,優先級,地區,來源名稱,標題,摘要,原文網址,PPT候選,素材建議,引用格式,中文判讀,建議行動,PPT切角,圖片網址,圖片使用提醒,擷取模式
"2026-08-08-011","2026-08-08","Fri, 07 Aug 2026 21:08:28 GMT","安全召回","urgent","全球","KRON4","E-scooter rider killed in downtown San Francisco crash - KRON4","E-scooter rider killed in downtown San Francisco crash &nbsp;&nbsp; KRON4","https://news.google.com/rss/articles/CBMilwFBVV95cUxNX1BKYS1ZOW9LTmpFMVlxdzBFeEcxRzg5RWYzOEVCdUxpNHFhR3VlRzBoTE5sRF9iN01oOUxYLTE5NTRRUUZKTDFSNjJtSnNYNmVKWThtaWpnYXkybHR0YlNwY0ZhYlFPbVl4V0NOZlg2LWVmc2sycml0cVlhekJlbGxDUFVMLVZPWnE5a1U3OW1IUTBOcXdr?oc=5","建議優先製作","先確認原文授權；簡報請保留來源名稱與網址。","KRON4｜Fri, 07 Aug 2026 21:08:28 GMT｜E-scooter rider killed in downtown San Francisco crash - KRON4｜https://news.google.com/rss/articles/CBMilwFBVV95cUxNX1BKYS1ZOW9LTmpFMVlxdzBFeEcxRzg5RWYzOEVCdUxpNHFhR3VlRzBoTE5sRF9iN01oOUxYLTE5NTRRUUZKTDFSNjJtSnNYNmVKWThtaWpnYXkybHR0YlNwY0ZhYlFPbVl4V0NOZlg2LWVmc2sycml0cVlhekJlbGxDUFVMLVZPWnE5a1U3OW1IUTBOcXdr?oc=5｜擷取日 2026-08-08","自動判讀焦點：電動滑板車、安全風險。本則屬安全訊號，應先確認涉及的產品、地點、批次與事故／召回範圍。","先開啟原文核對型號、受影響市場與官方處置；若涉及自家產品，立即建立內部追蹤。","可作為安全風險、使用情境或品質管理頁面的佐證。","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
"2026-08-08-012","2026-08-08","Fri, 07 Aug 2026 20:09:28 GMT","安全召回","urgent","全球","KION Central Coast","Watch: Scene of fatal crash involving e-scooter rider on San Francisco’s Market Street - KION Central Coast","Watch: Scene of fatal crash involving e-scooter rider on San Francisco’s Market Street &nbsp;&nbsp; KION Central Coast","https://news.google.com/rss/articles/CBMiygFBVV95cUxOVXk5TGxBdG9kQ1B5S0cxYllMSm1HcW1jLWU0LXZIUWx1X2Y4c0ZHZWdtRkJtX1BnS0VrcmtUcWU0WWVsOUh4SXR6V3Q1MFlCam1xUHVoaHZ6eElhVUhHemU2Z1JLdUE2YUdwUm1FMV80WHl5UlN6VENNc2JWX3ZXN0FYZTFaUTRjaGFmcU1TQzhtTF9CVDg1di1vU01KOXlZNEl0RnVteEFJMl9tcDAzVU9GUFBBUzMwckVjbHMxZWJjM2xkMkdnQzRR?oc=5","建議優先製作","先確認原文授權；簡報請保留來源名稱與網址。","KION Central Coast｜Fri, 07 Aug 2026 20:09:28 GMT｜Watch: Scene of fatal crash involving e-scooter rider on San Francisco’s Market Street - KION Central Coast｜https://news.google.com/rss/articles/CBMiygFBVV95cUxOVXk5TGxBdG9kQ1B5S0cxYllMSm1HcW1jLWU0LXZIUWx1X2Y4c0ZHZWdtRkJtX1BnS0VrcmtUcWU0WWVsOUh4SXR6V3Q1MFlCam1xUHVoaHZ6eElhVUhHemU2Z1JLdUE2YUdwUm1FMV80WHl5UlN6VENNc2JWX3ZXN0FYZTFaUTRjaGFmcU1TQzhtTF9CVDg1di1vU01KOXlZNEl0RnVteEFJMl9tcDAzVU9GUFBBUzMwckVjbHMxZWJjM2xkMkdnQzRR?oc=5｜擷取日 2026-08-08","自動判讀焦點：電動滑板車、安全風險、產業動態。本則屬安全訊號，應先確認涉及的產品、地點、批次與事故／召回範圍。","先開啟原文核對型號、受影響市場與官方處置；若涉及自家產品，立即建立內部追蹤。","可作為安全風險、使用情境或品質管理頁面的佐證。","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
"2026-08-08-013","2026-08-08","Fri, 07 Aug 2026 19:05:01 GMT","法規更新","high","全球","NBC 7 San Diego","Law enforcement begins e-bike safety campaign for City of San Diego - NBC 7 San Diego","Law enforcement begins e-bike safety campaign for City of San Diego &nbsp;&nbsp; NBC 7 San Diego","https://news.google.com/rss/articles/CBMitgFBVV95cUxNUUpBOWZ6SVNQZ1RzeEtEcXhkb2JBRk05c0txbzVQbjl0Ty1zQVpaTUVBZGQ0NVc3aGFXejRQaHFGVjNzMzFQdnRfN0k2Wjg2LXBwejF2bkk3TkN0Z0t3WV9PUHdBdG1vZDV4NkhnY3p6WUhwLWhKekJLMHFidTV1dzJkRzFlTXlFY0JPcnpxQW9xT3lqanROYW15Z0dQRDF0S2N6WTVUSTc5SVpBNVRrRjR5S29zZ9IBvgFBVV95cUxOSkpiazlnSUY5S053Mi1YYXBtNkVqTnRPbXk4NE9YWDE2NHYwaldXMTYwNnVnZC1VcFVnVmxHbzRNalRJdi11SWowY1VkMGc2WW9LYlFLSHVyTXN6b1laU2VabGhBOHFycFE3VHhUdTllWE5LTlVyZlNFQWtKVmxKZ0dkSzZRQ1ppWEhzeUQ0REttSzg2di1FREUzVnFmQkpUejZRZENVNnlnOVNIX3kxQ01QbTY4MnVhbWlxOUxB?oc=5","建議優先製作","先確認原文授權；簡報請保留來源名稱與網址。","NBC 7 San Diego｜Fri, 07 Aug 2026 19:05:01 GMT｜Law enforcement begins e-bike safety campaign for City of San Diego - NBC 7 San Diego｜https://news.google.com/rss/articles/CBMitgFBVV95cUxNUUpBOWZ6SVNQZ1RzeEtEcXhkb2JBRk05c0txbzVQbjl0Ty1zQVpaTUVBZGQ0NVc3aGFXejRQaHFGVjNzMzFQdnRfN0k2Wjg2LXBwejF2bkk3TkN0Z0t3WV9PUHdBdG1vZDV4NkhnY3p6WUhwLWhKekJLMHFidTV1dzJkRzFlTXlFY0JPcnpxQW9xT3lqanROYW15Z0dQRDF0S2N6WTVUSTc5SVpBNVRrRjR5S29zZ9IBvgFBVV95cUxOSkpiazlnSUY5S053Mi1YYXBtNkVqTnRPbXk4NE9YWDE2NHYwaldXMTYwNnVnZC1VcFVnVmxHbzRNalRJdi11SWowY1VkMGc2WW9LYlFLSHVyTXN6b1laU2VabGhBOHFycFE3VHhUdTllWE5LTlVyZlNFQWtKVmxKZ0dkSzZRQ1ppWEhzeUQ0REttSzg2di1FREUzVnFmQkpUejZRZENVNnlnOVNIX3kxQ01QbTY4MnVhbWlxOUxB?oc=5｜擷取日 2026-08-08","自動判讀焦點：電動輔助自行車、法規／政策。本則可能牽動上路資格、產品規格、補助或營運規則。","核對適用國家／城市、生效日期與是否影響速度、功率、保險或認證。","可作為法規地圖、合規風險或市場進入策略頁面的來源。","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
"2026-08-08-014","2026-08-08","Fri, 07 Aug 2026 19:02:38 GMT","安全召回","high","全球","The Monroe Times","Electric bikes have city leaders pushing safety - The Monroe Times","Electric bikes have city leaders pushing safety &nbsp;&nbsp; The Monroe Times","https://news.google.com/rss/articles/CBMijwFBVV95cUxOQmh5RlRMeFdWZXZ1V1hrZGlSQVh5QkozMDBkT1g0d1ZSSW9xRjF0bG1fbTRDeTE0cW5SQzRFenJiQ3lweHhPRWdGVlA5QTdyWkt3Z2IwSjJ1dDk3Q2NQOE53cng4S3VlOVVyRFUzMnBpVFA2VkNfRHFGQXRBLXdyNV9HVHhDc2Q0bVZhMXNRdw?oc=5","建議優先製作","先確認原文授權；簡報請保留來源名稱與網址。","The Monroe Times｜Fri, 07 Aug 2026 19:02:38 GMT｜Electric bikes have city leaders pushing safety - The Monroe Times｜https://news.google.com/rss/articles/CBMijwFBVV95cUxOQmh5RlRMeFdWZXZ1V1hrZGlSQVh5QkozMDBkT1g0d1ZSSW9xRjF0bG1fbTRDeTE0cW5SQzRFenJiQ3lweHhPRWdGVlA5QTdyWkt3Z2IwSjJ1dDk3Q2NQOE53cng4S3VlOVVyRFUzMnBpVFA2VkNfRHFGQXRBLXdyNV9HVHhDc2Q0bVZhMXNRdw?oc=5｜擷取日 2026-08-08","自動判讀焦點：電動輔助自行車。本則屬安全訊號，應先確認涉及的產品、地點、批次與事故／召回範圍。","先開啟原文核對型號、受影響市場與官方處置；若涉及自家產品，立即建立內部追蹤。","可作為安全風險、使用情境或品質管理頁面的佐證。","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
"2026-08-08-015","2026-08-08","Fri, 07 Aug 2026 19:01:00 GMT","法規更新","high","全球","cbs8.com","What parents need to know about San Diego's new e-bike rules taking effect Aug. 13 - cbs8.com","What parents need to know about San Diego's new e-bike rules taking effect Aug. 13 &nbsp;&nbsp; cbs8.com","https://news.google.com/rss/articles/CBMi1wFBVV95cUxPRHdTQktoUnZ0RGR3VXhfeWRjMjVwdEVadHZNSHRPVkZrc2F3TUdNakJSVnY0aldqRjByaEZSdklael9qeWxUTmZEV1VBVGpyc1RXV3dPblpXdjZmN3Nzd2tQN0ZSZzhXcHdXTGtfbk10V0s1azhJVEgwVFI0Tk5iVmRpYk93SDl0Ym5pVEs2TWZYbFN5V2J2U2pDLUVjMHZhelgtcm1OejhZZkRBdUZBRDRWcy1oTTNBTndONU4zUGszUFZseDR6S3RKMkdDQ3E3NjUwSjRJZw?oc=5","建議優先製作","先確認原文授權；簡報請保留來源名稱與網址。","cbs8.com｜Fri, 07 Aug 2026 19:01:00 GMT｜What parents need to know about San Diego's new e-bike rules taking effect Aug. 13 - cbs8.com｜https://news.google.com/rss/articles/CBMi1wFBVV95cUxPRHdTQktoUnZ0RGR3VXhfeWRjMjVwdEVadHZNSHRPVkZrc2F3TUdNakJSVnY0aldqRjByaEZSdklael9qeWxUTmZEV1VBVGpyc1RXV3dPblpXdjZmN3Nzd2tQN0ZSZzhXcHdXTGtfbk10V0s1azhJVEgwVFI0Tk5iVmRpYk93SDl0Ym5pVEs2TWZYbFN5V2J2U2pDLUVjMHZhelgtcm1OejhZZkRBdUZBRDRWcy1oTTNBTndONU4zUGszUFZseDR6S3RKMkdDQ3E3NjUwSjRJZw?oc=5｜擷取日 2026-08-08","自動判讀焦點：電動輔助自行車。本則可能牽動上路資格、產品規格、補助或營運規則。","核對適用國家／城市、生效日期與是否影響速度、功率、保險或認證。","可作為法規地圖、合規風險或市場進入策略頁面的來源。","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
"2026-08-08-016","2026-08-08","Fri, 07 Aug 2026 18:53:00 GMT","產業趨勢","normal","全球","cbsnews.com","Truck hits, kills e-scooter rider in downtown San Francisco on Market Street - cbsnews.com","Truck hits, kills e-scooter rider in downtown San Francisco on Market Street &nbsp;&nbsp; cbsnews.com","https://news.google.com/rss/articles/CBMirAFBVV95cUxOcDZ1YUJNcXBKWkFlYXdJeGtqajdJamZzU3RwUzFIYXlQbi1GaXpwbjNIUF9taDF3NE5kcUJnUnpRYnJfbjVMZGUxcVVnYWNHZkRwd0t1UU42bm9sQk9kZVdtNV9VTGoxY2pLbFdNbnhKajIzbDd6amlFTXJ3YTlFeEE0TDVBUW1pTXpSRU9ndXlJZWY4RFRTdkhwMU0wMWlyRzZzbnpOVFdhTW1G?oc=5","可備用","先確認原文授權；簡報請保留來源名稱與網址。","cbsnews.com｜Fri, 07 Aug 2026 18:53:00 GMT｜Truck hits, kills e-scooter rider in downtown San Francisco on Market Street - cbsnews.com｜https://news.google.com/rss/articles/CBMirAFBVV95cUxOcDZ1YUJNcXBKWkFlYXdJeGtqajdJamZzU3RwUzFIYXlQbi1GaXpwbjNIUF9taDF3NE5kcUJnUnpRYnJfbjVMZGUxcVVnYWNHZkRwd0t1UU42bm9sQk9kZVdtNV9VTGoxY2pLbFdNbnhKajIzbDd6amlFTXJ3YTlFeEE0TDVBUW1pTXpSRU9ndXlJZWY4RFRTdkhwMU0wMWlyRzZzbnpOVFdhTW1G?oc=5｜擷取日 2026-08-08","自動判讀焦點：電動滑板車、產業動態。本則提供市場、投資、通路或合作的早期訊號。","辨識消息是官方公告、媒體觀察或單一市場事件；以第二來源交叉驗證。","可作為市場趨勢、機會假設或高階主管簡報的觀察素材。","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
"2026-08-08-017","2026-08-08","Fri, 07 Aug 2026 18:48:00 GMT","安全召回","urgent","全球","cbsnews.com","Watch: Scene of fatal crash involving e-scooter rider on San Francisco's Market Street - cbsnews.com","Watch: Scene of fatal crash involving e-scooter rider on San Francisco's Market Street &nbsp;&nbsp; cbsnews.com","https://news.google.com/rss/articles/CBMixwFBVV95cUxNT0JtN0x4SXJmWE41XzY5RlpQV0doTmNWbHk1ZVVJODhNYVRPc1Q0SkhpVk1WTV9mTUdpWXNKYUUtZ3c2Umk1RGVISW5fX3hOaVJPY0ZmM0xVdHFMdDB2aVZpd0RING5CXzlMNFAwbnZNQ0k0Q1BTZ19qRnNNOFo4NlU2XzByelVSSl9SU1puWU1wOUlfRlRobWxpa3cxUm9BV1NkZ0pIYVFwcEdpaVRwYkVNMS1QMFY4cjZLdWFBQmtBMWM5SG1F?oc=5","建議優先製作","先確認原文授權；簡報請保留來源名稱與網址。","cbsnews.com｜Fri, 07 Aug 2026 18:48:00 GMT｜Watch: Scene of fatal crash involving e-scooter rider on San Francisco's Market Street - cbsnews.com｜https://news.google.com/rss/articles/CBMixwFBVV95cUxNT0JtN0x4SXJmWE41XzY5RlpQV0doTmNWbHk1ZVVJODhNYVRPc1Q0SkhpVk1WTV9mTUdpWXNKYUUtZ3c2Umk1RGVISW5fX3hOaVJPY0ZmM0xVdHFMdDB2aVZpd0RING5CXzlMNFAwbnZNQ0k0Q1BTZ19qRnNNOFo4NlU2XzByelVSSl9SU1puWU1wOUlfRlRobWxpa3cxUm9BV1NkZ0pIYVFwcEdpaVRwYkVNMS1QMFY4cjZLdWFBQmtBMWM5SG1F?oc=5｜擷取日 2026-08-08","自動判讀焦點：電動滑板車、安全風險、產業動態。本則屬安全訊號，應先確認涉及的產品、地點、批次與事故／召回範圍。","先開啟原文核對型號、受影響市場與官方處置；若涉及自家產品，立即建立內部追蹤。","可作為安全風險、使用情境或品質管理頁面的佐證。","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
"2026-08-08-018","2026-08-08","Fri, 07 Aug 2026 17:59:21 GMT","法規更新","high","全球","Auburn Examiner","Auburn City Council approves new rules for e-bikes and electric motorcycles - Auburn Examiner","Auburn City Council approves new rules for e-bikes and electric motorcycles &nbsp;&nbsp; Auburn Examiner","https://news.google.com/rss/articles/CBMipgFBVV95cUxQbzZyRXJBS3NsTlBvY3JJRHByNlViQnZZbVRCTk9wUkYxYW5YeExPWDlpcGVnNTdEbFg2ano3aTZqeTExaGpkMHNyRmRjWDY3UW5RNi1tRnhSaWhXNWZGb2JDcW1sSmhvT3JVdmctNng1cjVubk9DWWNNQUJlU2F4M0NSY0FWd3d1c1VGUUViZ184QW5BbWdqdXJlM3hMLV9adUhZVm93?oc=5","建議優先製作","先確認原文授權；簡報請保留來源名稱與網址。","Auburn Examiner｜Fri, 07 Aug 2026 17:59:21 GMT｜Auburn City Council approves new rules for e-bikes and electric motorcycles - Auburn Examiner｜https://news.google.com/rss/articles/CBMipgFBVV95cUxQbzZyRXJBS3NsTlBvY3JJRHByNlViQnZZbVRCTk9wUkYxYW5YeExPWDlpcGVnNTdEbFg2ano3aTZqeTExaGpkMHNyRmRjWDY3UW5RNi1tRnhSaWhXNWZGb2JDcW1sSmhvT3JVdmctNng1cjVubk9DWWNNQUJlU2F4M0NSY0FWd3d1c1VGUUViZ184QW5BbWdqdXJlM3hMLV9adUhZVm93?oc=5｜擷取日 2026-08-08","自動判讀焦點：電動輔助自行車、動力與控制。本則可能牽動上路資格、產品規格、補助或營運規則。","核對適用國家／城市、生效日期與是否影響速度、功率、保險或認證。","可作為法規地圖、合規風險或市場進入策略頁面的來源。","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
"2026-08-08-019","2026-08-08","Fri, 07 Aug 2026 17:15:29 GMT","品牌新品","normal","全球","NBC Bay Area","Electric scooter rider struck, killed in San Francisco, police believe - NBC Bay Area","Electric scooter rider struck, killed in San Francisco, police believe &nbsp;&nbsp; NBC Bay Area","https://news.google.com/rss/articles/CBMioAFBVV95cUxPM3dRTDcwRjBQejFYSVU4ajNPNlNudWs5Y21GX0FSTU0yVWFzVVp1ZS1MeGVXUWFqUVhXZlVNZ3hKQWVXV29fRmI4S2pYcEtrclRFY013Y2taUzh1S1BXLTFGZDdqdjlqMlpnckpja3RBMm9VRXFXbHVDa2JlUFZEaTlLTzRWeGNFa3V5a0J3UGFwdGJpQTR2UjlrRHNyVXJs0gGoAUFVX3lxTE1Md1huajZRbzZfZFdtbzBsOWduM0FqRWw0ZFVsQ2RPTFZ1YmUxYl8xOEN1anBCZU1ZVmt4enBmUjlKVVVhVUJUSTI2QmlhR3NfbFpLT01oY3RWN1Qtc1NQV2gyMmtORWowb0dZSlpKUmlGcmlEN3BpdEY2UUhWZnl1bl9Bcm1yN1A3YzdBekpKZkQyRHd3R0Y1SkZRTy1UanhTVEt2anc2aQ?oc=5","可備用","先確認原文授權；簡報請保留來源名稱與網址。","NBC Bay Area｜Fri, 07 Aug 2026 17:15:29 GMT｜Electric scooter rider struck, killed in San Francisco, police believe - NBC Bay Area｜https://news.google.com/rss/articles/CBMioAFBVV95cUxPM3dRTDcwRjBQejFYSVU4ajNPNlNudWs5Y21GX0FSTU0yVWFzVVp1ZS1MeGVXUWFqUVhXZlVNZ3hKQWVXV29fRmI4S2pYcEtrclRFY013Y2taUzh1S1BXLTFGZDdqdjlqMlpnckpja3RBMm9VRXFXbHVDa2JlUFZEaTlLTzRWeGNFa3V5a0J3UGFwdGJpQTR2UjlrRHNyVXJs0gGoAUFVX3lxTE1Md1huajZRbzZfZFdtbzBsOWduM0FqRWw0ZFVsQ2RPTFZ1YmUxYl8xOEN1anBCZU1ZVmt4enBmUjlKVVVhVUJUSTI2QmlhR3NfbFpLT01oY3RWN1Qtc1NQV2gyMmtORWowb0dZSlpKUmlGcmlEN3BpdEY2UUhWZnl1bl9Bcm1yN1A3YzdBekpKZkQyRHd3R0Y1SkZRTy1UanhTVEt2anc2aQ?oc=5｜擷取日 2026-08-08","自動判讀焦點：電動滑板車。本則屬產品、服務或品牌動態。","核對售價、續航、重量、上市市場與同級競品，再判定是否需要深入追蹤。","可作為新品雷達、競品比較或產品定位頁面的素材。","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
"2026-08-08-020","2026-08-08","Fri, 07 Aug 2026 16:53:24 GMT","品牌新品","normal","全球","KTVU","Woman on electric scooter killed in San Francisco - KTVU","Woman on electric scooter killed in San Francisco &nbsp;&nbsp; KTVU","https://news.google.com/rss/articles/CBMieEFVX3lxTE5ZVHBCMU5iOXUtRGw0LW1ZR180MENyUHA4MldIcTN1YWlySDVRV0IxVHBEY1lYM2JRRjZiNzkyczBqYktVQUU4WHNGSFNKd2NXQ09EdEVBS0s1dW92TkVTR05RU29acUVwdElyY0V0MWNCRktfMjdBcQ?oc=5","可備用","先確認原文授權；簡報請保留來源名稱與網址。","KTVU｜Fri, 07 Aug 2026 16:53:24 GMT｜Woman on electric scooter killed in San Francisco - KTVU｜https://news.google.com/rss/articles/CBMieEFVX3lxTE5ZVHBCMU5iOXUtRGw0LW1ZR180MENyUHA4MldIcTN1YWlySDVRV0IxVHBEY1lYM2JRRjZiNzkyczBqYktVQUU4WHNGSFNKd2NXQ09EdEVBS0s1dW92TkVTR05RU29acUVwdElyY0V0MWNCRktfMjdBcQ?oc=5｜擷取日 2026-08-08","自動判讀焦點：電動滑板車。本則屬產品、服務或品牌動態。","核對售價、續航、重量、上市市場與同級競品，再判定是否需要深入追蹤。","可作為新品雷達、競品比較或產品定位頁面的素材。","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
"2026-08-08-021","2026-08-08","Fri, 07 Aug 2026 14:06:36 GMT","安全召回","urgent","全球","WHMI","Police Advise Of E-Bike Safety & Laws Following Crashes & Fatalities - WHMI","Police Advise Of E-Bike Safety & Laws Following Crashes & Fatalities &nbsp;&nbsp; WHMI","https://news.google.com/rss/articles/CBMihAFBVV95cUxQUXdNc05zMHVBalNFRDRhMkdEN3VBOXNybGNteU5zMnhVaUNNQXN2aUJPUFpsRHAydmhsZmMzeUo5WW5uOTJFbHlqZlFrLVlZQjRCMEliWFRraXFVVHRpLUFxQXpZdk1QRXFtbWtzdWZHMVVKc1U5S0x1RkN6SFcyNVdhTDQ?oc=5","建議優先製作","先確認原文授權；簡報請保留來源名稱與網址。","WHMI｜Fri, 07 Aug 2026 14:06:36 GMT｜Police Advise Of E-Bike Safety & Laws Following Crashes & Fatalities - WHMI｜https://news.google.com/rss/articles/CBMihAFBVV95cUxQUXdNc05zMHVBalNFRDRhMkdEN3VBOXNybGNteU5zMnhVaUNNQXN2aUJPUFpsRHAydmhsZmMzeUo5WW5uOTJFbHlqZlFrLVlZQjRCMEliWFRraXFVVHRpLUFxQXpZdk1QRXFtbWtzdWZHMVVKc1U5S0x1RkN6SFcyNVdhTDQ?oc=5｜擷取日 2026-08-08","自動判讀焦點：電動輔助自行車、安全風險、法規／政策。本則屬安全訊號，應先確認涉及的產品、地點、批次與事故／召回範圍。","先開啟原文核對型號、受影響市場與官方處置；若涉及自家產品，立即建立內部追蹤。","可作為安全風險、使用情境或品質管理頁面的佐證。","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
"2026-08-08-022","2026-08-08","Fri, 07 Aug 2026 13:41:30 GMT","品牌新品","normal","全球","Axios","E-bike and e-scooter injuries are surging, Harborview data shows - Axios","E-bike and e-scooter injuries are surging, Harborview data shows &nbsp;&nbsp; Axios","https://news.google.com/rss/articles/CBMiqgFBVV95cUxPTnhFLVJaRGM0c3ZsX25tdzVCRngxVlAyS2I2SWdSaVBvRVRYTld6Z3lNOW50YnEwUHViU18zOGV0Q0l3NFhTSEVVWXA4dkhLeDZMVWtJeDFYU2l4VHhGbGZXY0l0dUNDZkY4d3NFTnhtQXdfVWlMWFpkbnQyc0tGM0RqNmZCUkNYand0dldSa3lCZEtleWJOcTZjNVUzTnhYVU5VbzFBMTZOZw?oc=5","可備用","先確認原文授權；簡報請保留來源名稱與網址。","Axios｜Fri, 07 Aug 2026 13:41:30 GMT｜E-bike and e-scooter injuries are surging, Harborview data shows - Axios｜https://news.google.com/rss/articles/CBMiqgFBVV95cUxPTnhFLVJaRGM0c3ZsX25tdzVCRngxVlAyS2I2SWdSaVBvRVRYTld6Z3lNOW50YnEwUHViU18zOGV0Q0l3NFhTSEVVWXA4dkhLeDZMVWtJeDFYU2l4VHhGbGZXY0l0dUNDZkY4d3NFTnhtQXdfVWlMWFpkbnQyc0tGM0RqNmZCUkNYand0dldSa3lCZEtleWJOcTZjNVUzTnhYVU5VbzFBMTZOZw?oc=5｜擷取日 2026-08-08","自動判讀焦點：電動輔助自行車、電動滑板車。本則屬產品、服務或品牌動態。","核對售價、續航、重量、上市市場與同級競品，再判定是否需要深入追蹤。","可作為新品雷達、競品比較或產品定位頁面的素材。","https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
"2026-08-08-023","2026-08-08","Fri, 07 Aug 2026 13:15:00 +0000","技術元件","normal","全球","Electrek — e-bikes","Batch eFT.3 Review: A 28 MPH fat tire e-bike built for the streets","Fat tire e-bikes have become synonymous with rugged adventure. Browse the category and you’d think every 20-inch fat tire bike is destined for sandy beaches, forest trails, or rocky singletrack. In reality, though, most of them spend their lives on city streets, bike paths, and neighborhood roads. That’s what makes the Batch Bicycles eFT.3 refreshing. Instead of pretending to be an off-road machine, it embraces what many riders are actually looking for: a comfortable, practical commuter that happens to ride on fat tires.","https://electrek.co/2026/08/07/batch-eft-3-review-a-28-mph-fat-tire-e-bike-built-for-the-streets/","可備用","先確認原文授權；簡報請保留來源名稱與網址。","Electrek — e-bikes｜Fri, 07 Aug 2026 13:15:00 +0000｜Batch eFT.3 Review: A 28 MPH fat tire e-bike built for the streets｜https://electrek.co/2026/08/07/batch-eft-3-review-a-28-mph-fat-tire-e-bike-built-for-the-streets/｜擷取日 2026-08-08","自動判讀焦點：電動輔助自行車。本則與零組件、電池或驅動系統技術有關。","比對規格、供應商、相容性與量產時程；回原文確認數據與測試條件。","可作為技術路線、供應鏈或產品差異化頁面的素材。","https://electrek.co/wp-content/uploads/sites/3/2026/08/batch-bicycles-eft-3-e-bike-header-1.jpg?quality=82&strip=all&w=1600","圖片來自原始 RSS／報導縮圖；對外使用前請回原文確認授權。","公開來源自動擷取"
